"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ПЗПІ-23-9 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-4","19.05.2025","09:30:00","19.05.2025","11:05:00","Ложь","Истина","19.05.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-4","Обычный"
"ПЗПІ-23-9 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-4","02.06.2025","09:30:00","02.06.2025","11:05:00","Ложь","Истина","02.06.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-4","Обычный"
"ПЗПІ-23-9 - Пр_П Конс DL ПЗПІ-23-9","09.06.2025","09:30:00","09.06.2025","11:05:00","Ложь","Истина","09.06.2025","09:25:00","2","Обычная","Пр_П Конс DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-10 - ОПJ Зал DL ПЗПІ-23-10","09.06.2025","09:30:00","09.06.2025","11:05:00","Ложь","Истина","09.06.2025","09:25:00","2","Обычная","ОПJ Зал DL ПЗПІ-23-10","Обычный"
"ПЗПІ-23-5 - Філ Конс DL ПЗПІ-23-5","09.06.2025","09:30:00","09.06.2025","11:05:00","Ложь","Истина","09.06.2025","09:25:00","2","Обычная","Філ Конс DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-1 - ОПJа Пз DL ПЗПІ-23-1","10.03.2025","11:15:00","10.03.2025","12:50:00","Ложь","Истина","10.03.2025","11:10:00","2","Обычная","ОПJа Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","17.03.2025","11:15:00","17.03.2025","12:50:00","Ложь","Истина","17.03.2025","11:10:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","07.04.2025","11:15:00","07.04.2025","12:50:00","Ложь","Истина","07.04.2025","11:10:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Пз DL ПЗПІ-23-1","21.04.2025","11:15:00","21.04.2025","12:50:00","Ложь","Истина","21.04.2025","11:10:00","2","Обычная","ОПJа Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","28.04.2025","11:15:00","28.04.2025","12:50:00","Ложь","Истина","28.04.2025","11:10:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","19.05.2025","11:15:00","19.05.2025","12:50:00","Ложь","Истина","19.05.2025","11:10:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","02.06.2025","11:15:00","02.06.2025","12:50:00","Ложь","Истина","02.06.2025","11:10:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ПрПА Конс DL ПЗПІ-23-1","16.06.2025","11:15:00","16.06.2025","12:50:00","Ложь","Истина","16.06.2025","11:10:00","2","Обычная","ПрПА Конс DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Конс DL, DL_1 ПЗПІ-23-1","23.06.2025","11:15:00","23.06.2025","12:50:00","Ложь","Истина","23.06.2025","11:10:00","2","Обычная","ІМ Конс DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-2 - ПрПА Пз DL ПЗПІ-23-2","17.03.2025","11:15:00","17.03.2025","12:50:00","Ложь","Истина","17.03.2025","11:10:00","2","Обычная","ПрПА Пз DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ПрПА Лб DL ПЗПІ-23-2","07.04.2025","11:15:00","07.04.2025","12:50:00","Ложь","Истина","07.04.2025","11:10:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ПрПА Лб DL ПЗПІ-23-2","28.04.2025","11:15:00","28.04.2025","12:50:00","Ложь","Истина","28.04.2025","11:10:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ПрПА Лб DL ПЗПІ-23-2","19.05.2025","11:15:00","19.05.2025","12:50:00","Ложь","Истина","19.05.2025","11:10:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ПрПА Лб DL ПЗПІ-23-2","02.06.2025","11:15:00","02.06.2025","12:50:00","Ложь","Истина","02.06.2025","11:10:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ФВ Зал DL ПЗПІ-23-2","09.06.2025","11:15:00","09.06.2025","12:50:00","Ложь","Истина","09.06.2025","11:10:00","2","Обычная","ФВ Зал DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Зал DL ПЗПІ-23-2","16.06.2025","11:15:00","16.06.2025","12:50:00","Ложь","Истина","16.06.2025","11:10:00","2","Обычная","ОПJа Зал DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - Філ Конс DL ПЗПІ-23-2","23.06.2025","11:15:00","23.06.2025","12:50:00","Ложь","Истина","23.06.2025","11:10:00","2","Обычная","Філ Конс DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-3 - Філ Пз DL ПЗПІ-23-3","03.03.2025","11:15:00","03.03.2025","12:50:00","Ложь","Истина","03.03.2025","11:10:00","2","Обычная","Філ Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - Філ Пз DL ПЗПІ-23-3","17.03.2025","11:15:00","17.03.2025","12:50:00","Ложь","Истина","17.03.2025","11:10:00","2","Обычная","Філ Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - Філ Пз DL ПЗПІ-23-3","31.03.2025","11:15:00","31.03.2025","12:50:00","Ложь","Истина","31.03.2025","11:10:00","2","Обычная","Філ Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - Філ Пз DL ПЗПІ-23-3","14.04.2025","11:15:00","14.04.2025","12:50:00","Ложь","Истина","14.04.2025","11:10:00","2","Обычная","Філ Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - Філ Пз DL ПЗПІ-23-3","28.04.2025","11:15:00","28.04.2025","12:50:00","Ложь","Истина","28.04.2025","11:10:00","2","Обычная","Філ Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - Філ Пз DL ПЗПІ-23-3","12.05.2025","11:15:00","12.05.2025","12:50:00","Ложь","Истина","12.05.2025","11:10:00","2","Обычная","Філ Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - Філ Пз DL ПЗПІ-23-3","26.05.2025","11:15:00","26.05.2025","12:50:00","Ложь","Истина","26.05.2025","11:10:00","2","Обычная","Філ Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - Філ Пз DL ПЗПІ-23-3","02.06.2025","11:15:00","02.06.2025","12:50:00","Ложь","Истина","02.06.2025","11:10:00","2","Обычная","Філ Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - СмП Зал DL ПЗПІ-23-3","09.06.2025","11:15:00","09.06.2025","12:50:00","Ложь","Истина","09.06.2025","11:10:00","2","Обычная","СмП Зал DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ІМ Конс DL ПЗПІ-23-3","23.06.2025","11:15:00","23.06.2025","12:50:00","Ложь","Истина","23.06.2025","11:10:00","2","Обычная","ІМ Конс DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-4 - ОС Пз DL ПЗПІ-23-4","03.03.2025","11:15:00","03.03.2025","12:50:00","Ложь","Истина","03.03.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","10.03.2025","11:15:00","10.03.2025","12:50:00","Ложь","Истина","10.03.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Пз DL ПЗПІ-23-4","17.03.2025","11:15:00","17.03.2025","12:50:00","Ложь","Истина","17.03.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","24.03.2025","11:15:00","24.03.2025","12:50:00","Ложь","Истина","24.03.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Пз DL ПЗПІ-23-4","31.03.2025","11:15:00","31.03.2025","12:50:00","Ложь","Истина","31.03.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","07.04.2025","11:15:00","07.04.2025","12:50:00","Ложь","Истина","07.04.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Пз DL ПЗПІ-23-4","14.04.2025","11:15:00","14.04.2025","12:50:00","Ложь","Истина","14.04.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","21.04.2025","11:15:00","21.04.2025","12:50:00","Ложь","Истина","21.04.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Пз DL ПЗПІ-23-4","28.04.2025","11:15:00","28.04.2025","12:50:00","Ложь","Истина","28.04.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","05.05.2025","11:15:00","05.05.2025","12:50:00","Ложь","Истина","05.05.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Пз DL ПЗПІ-23-4","12.05.2025","11:15:00","12.05.2025","12:50:00","Ложь","Истина","12.05.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","19.05.2025","11:15:00","19.05.2025","12:50:00","Ложь","Истина","19.05.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","26.05.2025","11:15:00","26.05.2025","12:50:00","Ложь","Истина","26.05.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","02.06.2025","11:15:00","02.06.2025","12:50:00","Ложь","Истина","02.06.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - СмП Зал DL ПЗПІ-23-4","16.06.2025","11:15:00","16.06.2025","12:50:00","Ложь","Истина","16.06.2025","11:10:00","2","Обычная","СмП Зал DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОПJа Зал DL ПЗПІ-23-4","23.06.2025","11:15:00","23.06.2025","12:50:00","Ложь","Истина","23.06.2025","11:10:00","2","Обычная","ОПJа Зал DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-6 - ОПJ Пз DL ПЗПІ-23-6","03.03.2025","11:15:00","03.03.2025","12:50:00","Ложь","Истина","03.03.2025","11:10:00","2","Обычная","ОПJ Пз DL ПЗПІ-23-6","Обычный"
"ПЗПІ-23-6 - ОПJ Лб DL ПЗПІ-23-6","24.03.2025","11:15:00","24.03.2025","12:50:00","Ложь","Истина","24.03.2025","11:10:00","2","Обычная","ОПJ Лб DL ПЗПІ-23-6","Обычный"
"ПЗПІ-23-6 - ОПJ Пз DL ПЗПІ-23-6","31.03.2025","11:15:00","31.03.2025","12:50:00","Ложь","Истина","31.03.2025","11:10:00","2","Обычная","ОПJ Пз DL ПЗПІ-23-6","Обычный"
"ПЗПІ-23-6 - ОПJ Лб DL ПЗПІ-23-6","14.04.2025","11:15:00","14.04.2025","12:50:00","Ложь","Истина","14.04.2025","11:10:00","2","Обычная","ОПJ Лб DL ПЗПІ-23-6","Обычный"
"ПЗПІ-23-6 - ОПJ Лб DL ПЗПІ-23-6","05.05.2025","11:15:00","05.05.2025","12:50:00","Ложь","Истина","05.05.2025","11:10:00","2","Обычная","ОПJ Лб DL ПЗПІ-23-6","Обычный"
"ПЗПІ-23-6 - ОПJ Лб DL ПЗПІ-23-6","26.05.2025","11:15:00","26.05.2025","12:50:00","Ложь","Истина","26.05.2025","11:10:00","2","Обычная","ОПJ Лб DL ПЗПІ-23-6","Обычный"
"ПЗПІ-23-6 - Пр_П Конс DL ПЗПІ-23-6","09.06.2025","11:15:00","09.06.2025","12:50:00","Ложь","Истина","09.06.2025","11:10:00","2","Обычная","Пр_П Конс DL ПЗПІ-23-6","Обычный"
"ПЗПІ-23-6 - ОС Конс DL ПЗПІ-23-6","16.06.2025","11:15:00","16.06.2025","12:50:00","Ложь","Истина","16.06.2025","11:10:00","2","Обычная","ОС Конс DL ПЗПІ-23-6","Обычный"
"ПЗПІ-23-6 - ІМ Конс DL ПЗПІ-23-6","23.06.2025","11:15:00","23.06.2025","12:50:00","Ложь","Истина","23.06.2025","11:10:00","2","Обычная","ІМ Конс DL ПЗПІ-23-6","Обычный"
"ПЗПІ-23-7 - Пр_П Пз DL ПЗПІ-23-7","24.03.2025","11:15:00","24.03.2025","12:50:00","Ложь","Истина","24.03.2025","11:10:00","2","Обычная","Пр_П Пз DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - Пр_П Лб DL ПЗПІ-23-7","31.03.2025","11:15:00","31.03.2025","12:50:00","Ложь","Истина","31.03.2025","11:10:00","2","Обычная","Пр_П Лб DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - СмП Лб DL ПЗПІ-23-7","07.04.2025","11:15:00","07.04.2025","12:50:00","Ложь","Истина","07.04.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - Пр_П Лб DL ПЗПІ-23-7","14.04.2025","11:15:00","14.04.2025","12:50:00","Ложь","Истина","14.04.2025","11:10:00","2","Обычная","Пр_П Лб DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - СмП Лб DL ПЗПІ-23-7","21.04.2025","11:15:00","21.04.2025","12:50:00","Ложь","Истина","21.04.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - СмП Лб DL ПЗПІ-23-7","05.05.2025","11:15:00","05.05.2025","12:50:00","Ложь","Истина","05.05.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - Пр_П Лб DL ПЗПІ-23-7","12.05.2025","11:15:00","12.05.2025","12:50:00","Ложь","Истина","12.05.2025","11:10:00","2","Обычная","Пр_П Лб DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - СмП Лб DL ПЗПІ-23-7","19.05.2025","11:15:00","19.05.2025","12:50:00","Ложь","Истина","19.05.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - Пр_П Лб DL ПЗПІ-23-7","26.05.2025","11:15:00","26.05.2025","12:50:00","Ложь","Истина","26.05.2025","11:10:00","2","Обычная","Пр_П Лб DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - ФВ Зал DL ПЗПІ-23-7","16.06.2025","11:15:00","16.06.2025","12:50:00","Ложь","Истина","16.06.2025","11:10:00","2","Обычная","ФВ Зал DL ПЗПІ-23-7","Обычный"
"ПЗПІ-23-7 - ІМ Конс DL, DL_1 ПЗПІ-23-7","23.06.2025","11:15:00","23.06.2025","12:50:00","Ложь","Истина","23.06.2025","11:10:00","2","Обычная","ІМ Конс DL, DL_1 ПЗПІ-23-7","Обычный"
"ПЗПІ-23-8 - ФВ Зал DL ПЗПІ-23-8","23.06.2025","11:15:00","23.06.2025","12:50:00","Ложь","Истина","23.06.2025","11:10:00","2","Обычная","ФВ Зал DL ПЗПІ-23-8","Обычный"
"ПЗПІ-23-9 - СмП Пз DL ПЗПІ-23-9","10.03.2025","11:15:00","10.03.2025","12:50:00","Ложь","Истина","10.03.2025","11:10:00","2","Обычная","СмП Пз DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - ОС Пз DL ПЗПІ-23-9","24.03.2025","11:15:00","24.03.2025","12:50:00","Ложь","Истина","24.03.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - ОС Пз DL ПЗПІ-23-9","07.04.2025","11:15:00","07.04.2025","12:50:00","Ложь","Истина","07.04.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - СмП Лб DL ПЗПІ-23-9","14.04.2025","11:15:00","14.04.2025","12:50:00","Ложь","Истина","14.04.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - ОС Пз DL ПЗПІ-23-9","21.04.2025","11:15:00","21.04.2025","12:50:00","Ложь","Истина","21.04.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - СмП Лб DL ПЗПІ-23-9","28.04.2025","11:15:00","28.04.2025","12:50:00","Ложь","Истина","28.04.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - ОС Пз DL ПЗПІ-23-9","05.05.2025","11:15:00","05.05.2025","12:50:00","Ложь","Истина","05.05.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - СмП Лб DL ПЗПІ-23-9","12.05.2025","11:15:00","12.05.2025","12:50:00","Ложь","Истина","12.05.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - ОС Пз DL ПЗПІ-23-9","19.05.2025","11:15:00","19.05.2025","12:50:00","Ложь","Истина","19.05.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - СмП Лб DL ПЗПІ-23-9","26.05.2025","11:15:00","26.05.2025","12:50:00","Ложь","Истина","26.05.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - ОС Пз DL ПЗПІ-23-9","02.06.2025","11:15:00","02.06.2025","12:50:00","Ложь","Истина","02.06.2025","11:10:00","2","Обычная","ОС Пз DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - ОПJ Зал DL ПЗПІ-23-9","09.06.2025","11:15:00","09.06.2025","12:50:00","Ложь","Истина","09.06.2025","11:10:00","2","Обычная","ОПJ Зал DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - ФВ Зал DL ПЗПІ-23-9","16.06.2025","11:15:00","16.06.2025","12:50:00","Ложь","Истина","16.06.2025","11:10:00","2","Обычная","ФВ Зал DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-9 - ОС Конс DL ПЗПІ-23-9","23.06.2025","11:15:00","23.06.2025","12:50:00","Ложь","Истина","23.06.2025","11:10:00","2","Обычная","ОС Конс DL ПЗПІ-23-9","Обычный"
"ПЗПІ-23-5 - ІМ Конс DL, DL_1 ПЗПІ-23-5","09.06.2025","11:15:00","09.06.2025","12:50:00","Ложь","Истина","09.06.2025","11:10:00","2","Обычная","ІМ Конс DL, DL_1 ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ПрПА Конс DL ПЗПІ-23-5","23.06.2025","11:15:00","23.06.2025","12:50:00","Ложь","Истина","23.06.2025","11:10:00","2","Обычная","ПрПА Конс DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-1 - ОПJа Пз DL ПЗПІ-23-1","10.03.2025","13:10:00","10.03.2025","14:45:00","Ложь","Истина","10.03.2025","13:05:00","2","Обычная","ОПJа Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","17.03.2025","13:10:00","17.03.2025","14:45:00","Ложь","Истина","17.03.2025","13:05:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","07.04.2025","13:10:00","07.04.2025","14:45:00","Ложь","Истина","07.04.2025","13:05:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Пз DL ПЗПІ-23-1","21.04.2025","13:10:00","21.04.2025","14:45:00","Ложь","Истина","21.04.2025","13:05:00","2","Обычная","ОПJа Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","28.04.2025","13:10:00","28.04.2025","14:45:00","Ложь","Истина","28.04.2025","13:05:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","19.05.2025","13:10:00","19.05.2025","14:45:00","Ложь","Истина","19.05.2025","13:05:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОПJа Лб DL ПЗПІ-23-1","02.06.2025","13:10:00","02.06.2025","14:45:00","Ложь","Истина","02.06.2025","13:05:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ФВ Зал DL ПЗПІ-23-1","16.06.2025","13:10:00","16.06.2025","14:45:00","Ложь","Истина","16.06.2025","13:05:00","2","Обычная","ФВ Зал DL ПЗПІ-23-1","Обычный"
